stage,dataset,method,cell,seed,mae,rmse,r2,raw_pvr
e8,calce,GRU_direct,CS2_37,2024,15.515704154968262,17.271512535492423,-0.19435477256774902,70.49180327868852
e8,calce,GRU_direct_proj,CS2_37,2024,5.990993976833315,7.880329204686711,0.7513655742042817,70.49180327868852
e8,calce,GRU_direct,CS2_38,2024,15.783763885498047,17.471920483195134,-0.21352136135101318,69.6096654275093
e8,calce,GRU_direct_proj,CS2_38,2024,5.858212593925827,7.796189532332225,0.7583810921667085,69.6096654275093
e8,calce,Transformer_direct,CS2_33,2024,18.008602142333984,19.890248333285474,-0.1561107635498047,64.43418013856814
e8,calce,Transformer_direct_proj,CS2_33,2024,6.489569751266075,8.621218356513467,0.78280175031403,64.43418013856814
e8,calce,Transformer_direct,CS2_34,2024,16.091169357299805,18.575102256195656,-0.7397881746292114,73.54838709677419
e8,calce,Transformer_direct_proj,CS2_34,2024,3.9821430806456273,5.266272411933664,0.8601570594847827,73.54838709677419
e8,calce,Transformer_direct,CS2_35,2024,17.669660568237305,19.410993847016343,-0.49300241470336914,70.81545064377683
e8,calce,Transformer_direct_proj,CS2_35,2024,4.74787478318663,6.3618745740763565,0.8396255631265734,70.81545064377683
e8,calce,Transformer_direct,CS2_36,2024,18.172903060913086,20.059238442049587,-0.2908022403717041,69.6813977389517
e8,calce,Transformer_direct_proj,CS2_36,2024,5.926613373232162,7.653846792146986,0.8120724681711857,69.6813977389517
e8,calce,Transformer_direct,CS2_37,2024,17.27712059020996,18.86716242881357,-0.4252326488494873,71.35969141755064
e8,calce,Transformer_direct_proj,CS2_37,2024,5.2984239644215005,6.7115040217842425,0.8196516186905904,71.35969141755064
e8,calce,Transformer_direct,CS2_38,2024,17.595869064331055,19.219597923368156,-0.46843504905700684,70.35315985130111
e8,calce,Transformer_direct_proj,CS2_38,2024,5.2232666832186725,6.673642980228723,0.822951570563945,70.35315985130111
e8,calce,GRU_direct,CS2_33,7,18.011428833007812,20.201906714766043,-0.19262456893920898,66.16628175519631
e8,calce,GRU_direct_proj,CS2_33,7,5.860038430363123,7.684411551278477,0.8274399477705883,66.16628175519631
e8,calce,GRU_direct,CS2_34,7,16.674575805664062,19.24406361387844,-0.867357611656189,79.09677419354838
e8,calce,GRU_direct_proj,CS2_34,7,3.78924791750563,4.869907130065598,0.8804153972737851,79.09677419354838
e8,calce,GRU_direct,CS2_35,7,17.54096031188965,19.467068766443035,-0.5016409158706665,69.74248927038627
e8,calce,GRU_direct_proj,CS2_35,7,4.751333958521935,6.363961254787835,0.8395203409558409,69.74248927038627
e8,calce,GRU_direct,CS2_36,7,18.10773468017578,20.14696370385312,-0.30211710929870605,68.85919835560124
e8,calce,GRU_direct_proj,CS2_36,7,5.897073723545145,7.623947071966633,0.8135378764831454,68.85919835560124
e8,calce,GRU_direct,CS2_37,7,17.31159210205078,19.07025088964853,-0.45608067512512207,71.55255544840887
e8,calce,GRU_direct_proj,CS2_37,7,5.301664864513062,6.7158019028546425,0.819420563453461,71.55255544840887
e8,calce,GRU_direct,CS2_38,7,17.608699798583984,19.35650421359946,-0.4894295930862427,69.33085501858736
e8,calce,GRU_direct_proj,CS2_38,7,5.265253839243156,6.725154330700761,0.82020788149559,69.33085501858736
e8,calce,Transformer_direct,CS2_33,7,14.795907020568848,16.283839277973097,0.22512322664260864,62.355658198614314
e8,calce,Transformer_direct_proj,CS2_33,7,7.065289689781221,9.479235764472863,0.7374175589938924,62.355658198614314
e8,calce,Transformer_direct,CS2_34,7,12.591486930847168,14.596329716285647,-0.07428932189941406,69.03225806451613
e8,calce,Transformer_direct_proj,CS2_34,7,4.249270416019118,5.738214264347466,0.8339696711518916,69.03225806451613
e8,calce,Transformer_direct,CS2_35,7,14.97698974609375,16.55277482019395,-0.08569180965423584,64.05579399141631
e8,calce,Transformer_direct_proj,CS2_35,7,5.1320810286926895,7.125154131202138,0.7988345162021514,64.05579399141631
e8,calce,Transformer_direct,CS2_36,7,15.721697807312012,17.380225404390526,0.0309600830078125,65.15930113052416
e8,calce,Transformer_direct_proj,CS2_36,7,6.399329360834107,8.436284797549357,0.7716855779585599,65.15930113052416
e8,calce,Transformer_direct,CS2_37,7,14.76859188079834,16.20151363883798,-0.05095410346984863,68.6595949855352
e8,calce,Transformer_direct_proj,CS2_37,7,5.660140367231761,7.411127844602995,0.7800919389649283,68.6595949855352
e8,calce,Transformer_direct,CS2_38,7,15.272356033325195,16.638117842232976,-0.10046064853668213,67.19330855018588
e8,calce,Transformer_direct_proj,CS2_38,7,5.625065656016769,7.351112820819963,0.7851811853789611,67.19330855018588
e8,calce,GRU_direct,CS2_33,99,16.000947952270508,18.311636738398413,0.020118892192840576,56.35103926096998
e8,calce,GRU_direct_proj,CS2_33,99,6.520476331907023,8.981781430052346,0.7642541827387065,56.35103926096998
e8,calce,GRU_direct,CS2_34,99,12.748875617980957,15.440539103371176,-0.20215046405792236,62.967741935483865
